Data_Hora,LBA10CP001,LBA10CP951A,LBA10CF001A,LBA10CF001B,LAB60CT002,LAB60CT003,LBA10CF901,JEA10CL901,LAB60CF901,LAB60CF001A,LAB60CF001B
27/07/2022 16:54:00,65.98682,66.15149,472.61765,474.03693,213.36563,213.65454,0.00,12.22704,0.00,1.61123,2.364742406
27/07/2022 17:00:00,65.5789,65.72412,478.91782,480.37405,213.57961,213.86797,0.00,12.24197,0.00,1.55925,2.211820841
27/07/2022 17:06:00,65.12759,65.27085,477.31696,478.71185,213.5368,213.86797,0.00,12.23139,0.00,1.4553,0.719863096
27/07/2022 17:12:00,65.68305,65.84068,478.45303,479.54294,213.57961,213.86797,0.00,12.21833,0.00,1.4553,2.032077945
27/07/2022 17:18:00,65.88267,66.04789,476.49069,477.62106,213.62241,213.91064,0.00,12.21958,0.00,1.55925,0.952579935
27/07/2022 17:24:00,65.04948,65.21905,480.77689,482.19208,213.70799,214.03871,0.00,12.23762,0.00,1.61123,1.44609327
27/07/2022 17:30:00,65.13627,65.32265,480.88019,482.6076,213.66521,213.99602,0.00,12.21584,0.00,1.61123,1.328704432
27/07/2022 17:36:00,65.70042,65.85363,481.75809,482.97122,213.87918,214.20944,0.00,12.21336,0.00,1.50728,2.015862828
27/07/2022 17:42:00,65.44872,65.60757,481.13837,482.0882,213.96478,214.25212,0.00,12.20402,0.00,1.61123,2.330333677
27/07/2022 17:48:00,65.00609,65.21905,483.35895,484.84122,213.96478,214.27347,0.00,12.22206,0.00,1.50728,2.434932722
27/07/2022 17:54:00,65.01477,65.1284,484.44339,485.72421,214.05038,214.38017,0.00,12.22393,0.00,1.55925,1.28539126
27/07/2022 18:00:00,65.48344,65.67233,486.97379,488.47723,214.11458,214.42285,0.00,12.23015,0.00,1.40333,1.341071828
27/07/2022 18:06:00,65.40532,65.55576,484.90817,486.65921,214.17877,214.46553,0.00,12.21273,0.00,1.55925,2.322382957
27/07/2022 18:12:00,65.28382,65.45216,483.927,485.2048,214.22156,214.50822,0.00,12.24695,0.00,1.40333,1.556943329
27/07/2022 18:18:00,64.71967,64.84348,483.8237,485.25674,214.13597,214.46553,0.00,12.23015,0.00,1.40333,1.080356867
27/07/2022 18:24:00,65.03213,65.232,489.60748,491.0744,214.30716,214.63628,0.00,12.2034,0.00,1.50728,2.368743134
27/07/2022 18:30:00,65.414,65.55576,490.38211,491.5419,214.34996,214.67897,0.00,12.21895,0.00,1.50728,0.957666388
27/07/2022 18:36:00,65.21438,65.40036,487.07709,488.47723,214.34996,214.63628,0.00,12.22766,0.00,1.55925,1.305143905
27/07/2022 18:42:00,65.0408,65.1802,491.51822,492.94437,214.39275,214.67897,0.00,12.23513,0.00,1.61123,0.966401007
27/07/2022 18:48:00,64.61553,64.77873,487.4386,488.63306,214.39275,214.7003,0.00,12.23388,0.00,1.61123,1.888138467
27/07/2022 18:54:00,65.06684,65.232,492.86084,494.03519,214.47835,214.80701,0.00,12.22455,0.00,1.55925,1.885541586
27/07/2022 19:00:00,64.92797,65.10249,492.6543,493.98325,214.52115,214.80701,0.00,12.23948,0.00,1.50728,0.957763809
27/07/2022 19:06:00,64.81515,64.97299,493.22235,494.76242,214.52115,214.8497,0.00,12.2146,0.00,1.55925,2.286672097
27/07/2022 19:12:00,64.74571,64.92119,493.01581,494.34686,214.64954,214.95641,0.00,12.21895,0.00,1.61123,2.011994922
27/07/2022 19:18:00,65.26646,65.40036,493.79041,495.07407,214.77792,215.04176,0.00,12.20589,0.00,1.50728,2.041348199
27/07/2022 19:24:00,64.91061,65.06364,493.27402,495.12601,214.77792,215.1058,0.00,12.23326,0.00,1.4553,1.411037944
27/07/2022 19:30:00,64.81515,64.92119,496.47574,498.03485,214.77792,215.06311,0.00,12.20154,0.00,1.61123,2.021933263
27/07/2022 19:36:00,64.76308,64.94709,495.85605,497.4635,214.77792,215.06311,0.00,12.19905,0.00,1.50728,1.230841981
27/07/2022 19:42:00,64.98005,65.1284,491.77643,493.4119,214.75653,215.04176,0.00,12.22517,0.00,1.61123,2.525897942
27/07/2022 19:48:00,64.93665,65.07659,494.82321,496.16489,214.86353,215.12715,0.00,12.22393,0.00,1.4553,2.388423841
27/07/2022 19:54:00,64.6676,64.81758,497.87003,499.22955,215.01331,215.36191,0.00,12.21211,0.00,1.50728,0.764389652
